レースID,開催日,着順,枠番,馬番,馬名,馬ID,性齢,斤量,騎手,騎手ID,人気,単勝オッズ,タイム,着差,通過順,上がり3F,調教師,調教師ID,馬体重
202601050811,20260105,9,1,1,ウェイビー,2020104764,牝6,49.0,藤懸貴志,01138,6.0,15.5,3:10.5,５,③③③⑦,36.2,[栗]西村真幸,01148,546(＋6)
202601050812,20260105,1,6,11,サンタンカ,2022101676,牡4,57.0,岩田望来,01174,2.0,3.3,1:34.7,,⑩⑧,33.5,[栗]千田輝彦,01120,516(＋2)
202601050812,20260105,2,6,10,レッドフェルメール,2022105871,牡4,57.0,川田将雅,01088,1.0,2.8,1:34.8,1/2,②②,34.0,[栗]藤原英昭,01055,468(＋4)
202601050812,20260105,3,5,9,ニシノイツキムスメ,2022107012,牝4,55.0,和田竜二,01018,6.0,19.3,1:34.8,アタマ,⑤⑤,33.8,[栗]北出成人,01078,412(－6)
202601050812,20260105,4,5,8,ムーンライトラガー,2022104710,牝4,55.0,荻野琢真,01112,11.0,42.5,1:35.0,１1/4,⑬⑩,33.5,[栗]大久保龍,01058,420(0)
202601050812,20260105,5,3,4,ピエタンツァ,2022105386,牝4,55.0,武豊,00666,4.0,7.4,1:35.1,1/2,⑭⑭,33.4,[栗]松永幹夫,01092,482(0)
202601050812,20260105,6,4,7,ベイリークロア,2022104919,牡4,57.0,ハマーハ,05676,3.0,7.3,1:35.2,クビ,⑦⑩,34.0,[栗]大久保龍,01058,492(＋16)
202601050812,20260105,7,8,15,ショウナンラウール,2021104242,牝5,56.0,荻野極,01160,8.0,23.9,1:35.3,3/4,⑦⑤,34.4,[栗]高橋義忠,01129,424(0)
202601050812,20260105,8,8,14,カウンティフェア,2022104121,牝4,53.0,◇永島ま,01187,5.0,17.4,1:35.3,クビ,③②,34.4,[栗]高野友和,01117,458(0)
202601050812,20260105,9,3,5,サリーチェ,2022104794,牝4,55.0,西村淳也,01171,9.0,24.3,1:35.5,１,③⑤,34.6,[栗]池添学,01144,484(－2)
202601050812,20260105,10,2,2,リアルフォルゴーレ,2022104222,牡4,57.0,田口貫太,01208,7.0,22.0,1:35.5,クビ,⑪⑫,34.1,[栗]大橋勇樹,01065,474(－4)
202601050812,20260105,11,4,6,(地)メイショウタクボク,2020104000,牡6,58.0,長岡禎仁,01142,13.0,104.3,1:35.5,ハナ,⑪⑫,34.0,[栗]高橋亮,01136,468(－6)
202601050812,20260105,12,2,3,ランスオブプライム,2021104426,牝5,53.0,▲田山旺,01220,15.0,167.7,1:35.6,クビ,①①,35.0,[栗]奥村豊,01146,474(＋4)
202601050812,20260105,13,7,13,ビーグラッド,2021100683,牝5,56.0,池添謙一,01032,12.0,64.8,1:35.8,１1/4,⑥②,34.9,[栗]岡田稲男,01066,444(0)
202601050812,20260105,14,1,1,ロンティケチャップ,2022104106,牡4,57.0,鮫島克駿,01157,10.0,40.7,1:36.0,１1/2,⑦⑨,34.9,[栗]牧田和弥,01123,502(0)
202601050812,20260105,15,7,12,テンクウハット,2020102081,牝6,56.0,太宰啓介,01037,14.0,117.9,1:36.1,クビ,⑮⑮,34.0,[栗]渡辺薫彦,01155,476(＋2)
