レースID,開催日,着順,枠番,馬番,馬名,馬ID,性齢,斤量,騎手,騎手ID,人気,単勝オッズ,タイム,着差,通過順,上がり3F,調教師,調教師ID,馬体重
202601040601,20260104,1,7,14,フュルスティン,2023100583,牝3,55.0,横山武史,01170,1.0,1.4,1:12.7,,②①,38.9,[美]加藤士津,01169,470(＋4)
202601040601,20260104,2,8,15,プラチナムディスク,2023102383,牝3,53.0,△長浜鴻,01214,7.0,25.9,1:13.0,２,⑦⑤,38.4,[美]小笠倫弘,01076,448(＋2)
202601040601,20260104,3,8,16,アクロスメモリア,2023102399,牝3,55.0,戸崎圭太,05386,4.0,14.3,1:13.5,３,⑤③,39.2,[美]田島俊明,01112,476(0)
202601040601,20260104,4,6,12,レースクイーン,2023101563,牝3,55.0,江田照男,00689,14.0,161.0,1:13.8,２,⑤⑦,39.4,[美]蛯名利弘,01131,410(－18)
202601040601,20260104,5,4,7,ラストシャイニー,2023105803,牝3,55.0,矢野貴之,05380,5.0,22.4,1:14.0,１,⑧⑧,39.2,[美]千葉直人,01199,428(－2)
202601040601,20260104,6,3,6,バーヴァンシー,2023104394,牝3,52.0,▲舟山瑠,01221,11.0,54.4,1:14.0,ハナ,⑮⑮,38.5,[美]村田一誠,01190,486(＋2)
202601040601,20260104,7,2,4,マメーアップル,2023100924,牝3,55.0,荻野極,01160,3.0,7.9,1:14.1,3/4,③③,40.1,[美]岩戸孝樹,01051,438(＋10)
202601040601,20260104,8,6,11,マリノレーヴェ,2023100807,牝3,55.0,横山琉人,01192,2.0,7.1,1:14.3,１1/2,⑩⑨,39.3,[美]鈴木慎太,01179,480(＋6)
202601040601,20260104,9,3,5,メインテーマ,2023103571,牝3,55.0,内田博幸,00422,8.0,43.3,1:14.4,クビ,①②,40.6,[美]小手川準,01171,488(＋6)
202601040601,20260104,10,7,13,ミルトメロディー,2023100397,牝3,55.0,原優介,01184,10.0,49.6,1:14.8,２1/2,④⑤,40.6,[美]青木孝文,01156,426(－2)
202601040601,20260104,11,2,3,ファストワーカー,2023100239,牝3,55.0,菊沢一樹,01161,12.0,78.0,1:15.2,２1/2,⑩⑬,40.1,[美]伊藤大士,01109,496(－2)
202601040601,20260104,12,5,9,タマモシルエット,2023103253,牝3,55.0,丹内祐次,01091,6.0,22.4,1:15.3,クビ,⑩⑩,40.2,[美]伊藤圭三,01023,468(0)
202601040601,20260104,13,5,10,ウィザードオブマリ,2023100805,牝3,52.0,▲石田拓,01203,15.0,266.3,1:15.4,3/4,⑩⑩,40.4,[美]蛯名利弘,01131,452(－4)
202601040601,20260104,14,1,1,ジーナグレイス,2023107385,牝3,55.0,丸山元気,01127,13.0,118.8,1:15.8,２,⑭⑬,40.6,[美]田中勝春,01207,422(－10)
202601040601,20260104,15,4,8,トウシンラヴ,2023103100,牝3,55.0,菅原明良,01179,9.0,46.6,1:16.4,３1/2,⑧⑩,41.5,[美]高柳瑞樹,01118,446(－2)
202601040601,20260104,16,1,2,フロリスタン,2023109013,牝3,55.0,原田和真,01143,16.0,362.7,1:17.0,３1/2,⑮⑮,41.6,[美]松山将樹,01100,474(－6)
202601040602,20260104,1,4,4,フィンガー,2023102813,牡3,57.0,戸崎圭太,05386,1.0,1.3,1:54.5,,①①①①,37.9,[美]田中博康,01162,548(＋6)
202601040602,20260104,2,6,8,ニシノモリミチ,2023100362,牡3,57.0,菅原明良,01179,3.0,6.9,1:56.4,大差,②②②②,39.6,[美]高木登,01088,492(＋4)
202601040602,20260104,3,5,7,ゴーフォアブローク,2023100629,牡3,55.0,△長浜鴻,01214,2.0,6.1,1:56.9,２1/2,⑦⑦⑦⑦,39.5,[美]手塚貴久,01038,528(－2)
202601040602,20260104,4,2,2,オルブライト,2023101644,牡3,57.0,大野拓弥,01096,4.0,13.0,1:57.1,１1/4,⑩⑩⑩⑤,39.3,[美]杉浦宏昭,01008,470(－2)
202601040602,20260104,5,8,13,シンエンドーツダ,2023103621,牡3,57.0,菊沢一樹,01161,6.0,39.1,1:57.5,２1/2,⑧⑨⑨⑨,39.9,[美]萱野浩二,01024,472(＋4)
202601040602,20260104,6,5,6,タイガーゲイト,2023102964,牡3,57.0,丹内祐次,01091,12.0,206.5,1:58.1,３1/2,③③④⑤,40.9,[美]大和田成,01124,476(0)
202601040602,20260104,7,1,1,クリュメノス,2023102107,牡3,54.0,▲石田拓,01203,8.0,117.6,1:58.3,１1/2,⑬⑬⑫⑫,40.0,[美]小西一男,00405,478(＋6)
202601040602,20260104,8,3,3,インスウィング,2023101444,セ3,57.0,原優介,01184,11.0,195.2,1:58.4,クビ,③③③③,41.3,[美]青木孝文,01156,508(＋4)
202601040602,20260104,9,6,9,タニセンローマ,2023101095,牡3,57.0,岩田康誠,05203,7.0,51.3,1:58.8,２1/2,③③④⑨,41.5,[美]斎藤誠,01086,464(＋4)
202601040602,20260104,10,8,12,トーセンシーギリヤ,2023100588,牡3,57.0,原田和真,01143,9.0,144.9,1:59.2,２,⑥⑥④③,41.9,[美]土田稔,00417,488(＋22)
202601040602,20260104,11,7,10,モリインビクタス,2023106582,牡3,54.0,▲遠藤汰,01218,10.0,184.1,1:59.3,3/4,⑫⑫⑪⑪,41.1,[美]伊藤伸一,01031,476(0)
202601040602,20260104,12,4,5,ブルージェネシス,2023101798,牡3,57.0,荻野極,01160,5.0,22.8,2:00.6,８,⑧⑦⑦⑦,43.2,[美]菊川正達,01052,450(＋8)
202601040602,20260104,13,7,11,クラウンプレゼンタ,2023100795,牡3,57.0,内田博幸,00422,13.0,258.3,2:01.0,２,⑪⑪⑬⑬,42.0,[美]天間昭一,01090,470(－2)
202601040603,20260104,1,7,14,エアサロメ,2023103341,牝3,55.0,矢野貴之,05380,4.0,8.3,1:13.2,,②②,37.7,[美]大竹正博,01102,460(---)
202601040603,20260104,2,7,13,ベセル,2023103048,牡3,57.0,菊沢一樹,01161,5.0,12.8,1:14.3,７,③③,38.6,[美]蛯名正義,01191,502(---)
202601040603,20260104,3,8,16,アンチェーン,2023104668,牝3,55.0,三浦皇成,01122,2.0,3.4,1:15.2,５,③⑤,39.4,[美]嘉藤貴行,01195,518(---)
202601040603,20260104,4,6,12,シンクシビリティ,2023101349,牝3,55.0,原優介,01184,13.0,103.3,1:15.3,1/2,⑥⑤,39.1,[美]青木孝文,01156,432(---)
202601040603,20260104,5,2,3,マイニオサラスタス,2023104853,牝3,53.0,△長浜鴻,01214,10.0,71.4,1:15.3,ハナ,⑤④,39.2,[美]石栗龍彦,01043,390(---)
202601040603,20260104,6,5,9,ブロッコロ,2023100999,牝3,55.0,小林脩斗,01183,9.0,56.6,1:15.6,２,⑨⑦,39.0,[美]堀内岳志,01189,436(---)
202601040603,20260104,7,8,15,スナップジジ,2023101469,牡3,57.0,原田和真,01143,11.0,72.5,1:15.9,１3/4,①①,40.5,[美]堀内岳志,01189,506(---)
202601040603,20260104,8,2,4,アスクホープマン,2023106398,牡3,54.0,▲大久保,01194,6.0,24.4,1:16.0,クビ,⑮⑮,37.5,[美]久保田貴,01067,470(---)
202601040603,20260104,9,1,2,イセッセイ,2023106294,牝3,52.0,▲遠藤汰,01218,15.0,118.5,1:16.0,クビ,⑦⑦,39.7,[美]伊藤伸一,01031,436(---)
202601040603,20260104,10,1,1,ボビネット,2023102368,牝3,55.0,吉田豊,00733,12.0,102.0,1:16.0,ハナ,⑭⑭,38.2,[美]和田雄二,01143,438(---)
202601040603,20260104,11,4,7,デザートイーグル,2023106675,牡3,57.0,荻野極,01160,1.0,2.6,1:16.1,クビ,⑦⑦,39.8,[美]加藤士津,01169,494(---)
202601040603,20260104,12,6,11,ニシノラン,2023104696,牡3,57.0,田辺裕信,01075,3.0,5.1,1:16.2,1/2,⑨⑩,39.6,[美]柄崎将寿,01208,506(---)
202601040603,20260104,13,4,8,ファイナルフォーム,2023109038,牡3,54.0,▲石神深,01209,7.0,28.6,1:16.3,1/2,⑫⑫,39.3,[美]矢野英一,01108,464(---)
202601040603,20260104,14,5,10,ティスマイル,2023101205,牝3,55.0,丹内祐次,01091,8.0,29.5,1:16.9,４,⑬⑫,39.7,[美]伊藤圭三,01023,438(---)
202601040603,20260104,15,3,6,エールオンマインド,2023104147,牡3,57.0,西村太一,01131,14.0,110.3,1:17.5,３1/2,⑪⑩,40.8,[美]堀内岳志,01189,438(---)
202601040603,20260104,除外,3,5,ディルガーム,2023107301,牡3,57.0,横山武史,01170,,,,,⑯⑯,,[美]伊藤圭三,01023,516(---)
202601040604,20260104,1,6,7,サトノリシャール,2023103894,牡3,57.0,岩田康誠,05203,3.0,4.1,1:55.2,,⑦⑦④②,40.5,[栗]福永祐一,01203,480(0)
202601040604,20260104,2,2,2,パラダイスフェイス,2023104103,牡3,57.0,丸山元気,01127,6.0,20.9,1:55.2,クビ,⑨⑨⑧⑤,40.0,[美]牧光二,01106,506(＋8)
202601040604,20260104,3,5,5,カシマライフウ,2023105439,牡3,57.0,松岡正海,01085,2.0,2.9,1:56.0,５,⑧⑧⑥⑤,41.0,[美]伊藤伸一,01031,470(＋2)
202601040604,20260104,4,7,9,ニシノロッドマン,2023104706,牡3,57.0,野中悠太,01158,9.0,63.8,1:56.0,クビ,⑩⑩⑩⑨,40.4,[美]矢嶋大樹,01202,512(＋6)
202601040604,20260104,5,4,4,コイオステソーロ,2023104193,牡3,57.0,菅原明良,01179,5.0,16.4,1:56.1,3/4,①①①①,41.6,[美]高木登,01088,522(－4)
202601040604,20260104,6,6,8,アラビアンドリーム,2023102398,牡3,57.0,横山武史,01170,1.0,2.7,1:56.5,２,②②②②,41.9,[美]栗田徹,01127,498(－6)
202601040604,20260104,7,1,1,ガーディアンテイル,2023106958,牡3,57.0,内田博幸,00422,7.0,28.7,1:56.6,3/4,⑤④④⑤,41.8,[美]小手川準,01171,508(＋2)
202601040604,20260104,8,3,3,コスモラムバック,2023106452,牡3,57.0,丹内祐次,01091,10.0,72.9,1:57.7,７,⑫⑫⑫⑫,41.1,[美]水野貴広,01094,504(＋2)
202601040604,20260104,9,8,12,コパノミラノ,2023101578,牡3,57.0,柴田大知,01009,11.0,100.9,1:58.2,３,⑥⑥⑧⑧,43.1,[美]上原博之,00423,494(－2)
202601040604,20260104,10,8,11,マオノムサシ,2023101278,牡3,57.0,荻野琢真,01112,8.0,40.7,1:58.6,２1/2,②②②②,44.0,[栗]加藤公太,01215,500(＋4)
202601040604,20260104,11,7,10,オーパパ,2023103915,牡3,57.0,横山琉人,01192,4.0,9.9,1:59.1,２1/2,②④⑥⑨,44.2,[美]斎藤誠,01086,486(＋8)
202601040604,20260104,12,5,6,シャトーベスト,2023106374,牡3,57.0,原田和真,01143,12.0,313.9,1:59.6,３,⑪⑪⑪⑪,43.8,[美]蛯名利弘,01131,522(0)
202601040605,20260104,1,8,16,タイセイアストロ,2023103917,牡3,57.0,杉原誠人,01135,2.0,3.5,1:34.5,,⑩⑦⑤,34.8,[美]森一誠,01201,456(＋4)
202601040605,20260104,2,3,5,ナイスプレーアスク,2023105420,牝3,55.0,荻野極,01160,6.0,13.2,1:34.5,クビ,①①①,35.6,[美]田村康仁,01027,444(＋8)
202601040605,20260104,3,5,9,レヴェランジェ,2023103694,牝3,55.0,戸崎圭太,05386,5.0,10.0,1:34.7,１1/4,④⑤⑤,35.3,[美]鈴木慎太,01179,446(＋4)
202601040605,20260104,4,6,12,ニシノマーレ,2023100179,牝3,55.0,津村明秀,01092,4.0,9.4,1:34.8,クビ,②③②,35.6,[美]伊藤大士,01109,404(－4)
202601040605,20260104,5,2,3,ベアサナエチャン,2023106829,牝3,55.0,横山武史,01170,1.0,3.0,1:34.8,アタマ,④③④,35.6,[美]杉浦宏昭,01008,444(＋6)
202601040605,20260104,6,1,2,ブラーヴジャン,2023103238,牡3,57.0,丹内祐次,01091,8.0,23.3,1:34.9,クビ,⑩⑪⑫,34.9,[美]和田勇介,01165,428(＋4)
202601040605,20260104,7,6,11,ミナヅキ,2023105449,牡3,57.0,石橋脩,01077,3.0,5.9,1:34.9,クビ,⑥⑦⑨,35.3,[美]清水英克,01080,454(－2)
202601040605,20260104,8,4,8,エルミー,2023103898,牝3,55.0,菅原明良,01179,7.0,16.6,1:35.2,１3/4,⑨⑦⑧,35.5,[美]中川公成,01081,430(0)
202601040605,20260104,9,2,4,モウエエデショー,2023105433,牡3,57.0,原田和真,01143,10.0,41.9,1:35.2,ハナ,⑭⑬⑨,35.1,[美]萱野浩二,01024,472(－6)
202601040605,20260104,10,7,14,ユイノナナフシギ,2023105432,牡3,57.0,長岡禎仁,01142,13.0,171.2,1:35.6,２1/2,⑥⑦⑨,35.9,[美]深山雅史,01174,474(＋14)
202601040605,20260104,11,7,13,ソロイノシタク,2023101473,牝3,53.0,△長浜鴻,01214,16.0,325.6,1:35.8,１,⑩⑪⑬,35.8,[美]矢嶋大樹,01202,414(0)
202601040605,20260104,12,4,7,コスモシグルン,2023101040,牝3,55.0,柴田大知,01009,9.0,33.3,1:35.9,3/4,②②②,36.9,[美]畠山吉宏,01048,474(－4)
202601040605,20260104,13,5,10,チェリーブルーム,2023101675,牝3,52.0,▲石田拓,01203,15.0,240.2,1:36.0,1/2,⑬⑮⑮,35.4,[美]蛯名利弘,01131,460(＋20)
202601040605,20260104,14,1,1,オーシャンドリーム,2023106154,牝3,52.0,▲石神深,01209,14.0,207.7,1:36.1,3/4,⑭⑬⑭,35.9,[美]水野貴広,01094,498(＋4)
202601040605,20260104,15,8,15,ロッククライム,2023106473,牡3,57.0,矢野貴之,05380,11.0,90.3,1:36.1,クビ,⑯⑮⑯,35.4,[美]佐藤吉勝,01035,444(---)
202601040605,20260104,16,3,6,ディアファニス,2023105475,牝3,55.0,田辺裕信,01075,12.0,166.5,1:36.2,1/2,⑥⑤⑤,36.7,[美]伊坂重信,01177,464(－6)
202601040606,20260104,1,4,8,トップオブザライン,2023105338,牡3,57.0,三浦皇成,01122,7.0,15.9,2:04.0,,④③③③,35.3,[栗]友道康夫,01061,494(---)
202601040606,20260104,2,5,10,トライアンドエラー,2023106776,牝3,55.0,岩田康誠,05203,13.0,49.0,2:04.1,3/4,①①①①,35.7,[栗]加藤公太,01215,470(---)
202601040606,20260104,3,6,12,カズシ,2023102662,牡3,54.0,▲遠藤汰,01218,15.0,61.3,2:04.2,1/2,⑫⑫⑫⑨,34.8,[美]高柳瑞樹,01118,474(---)
202601040606,20260104,4,8,17,ダイナソーコー,2023103548,牡3,57.0,荻野極,01160,6.0,11.9,2:04.2,クビ,③③③③,35.5,[栗]藤岡健一,01062,446(---)
202601040606,20260104,5,6,11,ロジマギー,2023107361,牝3,55.0,丸山元気,01127,3.0,6.3,2:04.2,クビ,②②②②,35.7,[美]宮田敬介,01175,468(---)
202601040606,20260104,6,2,3,ルシアージュ,2023106795,牝3,55.0,内田博幸,00422,8.0,18.1,2:04.3,クビ,⑥⑥⑤⑤,35.3,[美]高柳瑞樹,01118,436(---)
202601040606,20260104,7,7,14,オービタルピリオド,2023106869,牡3,57.0,石川裕紀,01150,2.0,4.6,2:04.3,クビ,⑫⑬⑬⑫,34.6,[美]奥村武,01145,416(---)
202601040606,20260104,8,4,7,ベイツリー,2023106853,牡3,54.0,▲舟山瑠,01221,9.0,21.4,2:04.7,２,⑯⑯⑭⑫,34.9,[美]村田一誠,01190,392(---)
202601040606,20260104,9,3,5,タカイチアメリカン,2023100244,牡3,54.0,▲石田拓,01203,4.0,7.8,2:04.7,クビ,⑥⑥⑤⑤,35.8,[美]尾形和幸,01141,448(---)
202601040606,20260104,10,1,2,アオゾラランチ,2023103377,牝3,55.0,吉田豊,00733,12.0,34.4,2:04.7,クビ,⑨⑨⑩⑨,35.4,[美]戸田博文,01054,412(---)
202601040606,20260104,11,8,15,クラックミーアップ,2023104463,牡3,57.0,松岡正海,01085,10.0,22.6,2:04.8,1/2,⑨⑨⑨⑨,35.6,[美]蛯名正義,01191,476(---)
202601040606,20260104,12,2,4,サトノリアファル,2023105260,牡3,57.0,北村宏司,01043,5.0,11.6,2:04.9,1/2,⑭⑭⑮⑮,34.9,[美]古賀慎明,01079,526(---)
202601040606,20260104,13,7,13,マイネルラジェム,2023106424,牡3,57.0,丹内祐次,01091,14.0,53.5,2:05.2,２,⑥⑥⑤⑧,36.3,[美]水野貴広,01094,486(---)
202601040606,20260104,14,5,9,ドウカキミニトドケ,2023100930,牝3,55.0,戸崎圭太,05386,1.0,4.1,2:05.3,クビ,④⑤⑤⑤,36.4,[栗]田中克典,01180,466(---)
202601040606,20260104,15,3,6,アルタティール,2023104926,牡3,55.0,△長浜鴻,01214,16.0,84.2,2:06.5,７,⑮⑭⑮⑯,36.4,[美]手塚貴久,01038,432(---)
202601040606,20260104,16,1,1,ルベライトテソーロ,2023106731,牝3,55.0,原優介,01184,17.0,99.3,2:07.1,３1/2,⑨⑨⑩⑫,37.8,[美]武市康男,01089,416(---)
202601040606,20260104,17,8,16,ダイビングキャッチ,2023103476,牡3,57.0,菅原明良,01179,11.0,33.2,2:09.7,大差,⑰⑰⑰⑰,38.4,[美]田中剛,01119,502(---)
202601040607,20260104,1,7,13,バタール,2022104601,牡4,57.0,荻野極,01160,1.0,1.6,1:53.8,,⑤⑤③②,39.3,[美]鹿戸雄一,01097,550(－6)
202601040607,20260104,2,8,16,インテルメディオ,2021104922,セ5,58.0,岩田康誠,05203,8.0,17.4,1:54.2,２1/2,④④⑤④,39.4,[美]浅利英明,01204,532(＋8)
202601040607,20260104,3,1,1,ディースプレマシー,2022104312,牡4,57.0,石橋脩,01077,11.0,106.5,1:54.7,３,⑭⑭⑫⑪,39.4,[美]牧光二,01106,456(＋2)
202601040607,20260104,4,2,4,ノアヴィヴァーチェ,2022102446,牡4,57.0,矢野貴之,05380,7.0,16.5,1:54.7,アタマ,⑫⑫⑬⑪,39.3,[美]鈴木慎太,01179,496(－6)
202601040607,20260104,5,3,6,カージオイド,2022104062,牡4,57.0,内田博幸,00422,2.0,9.8,1:54.8,クビ,⑥⑥⑧⑧,39.6,[美]黒岩陽一,01133,530(＋16)
202601040607,20260104,6,8,15,(地)ミヤジテン,2021102531,牝5,56.0,丸田恭介,01117,14.0,140.7,1:54.8,クビ,⑪⑪⑬⑪,39.4,[美]南田美知,00437,496(＋2)
202601040607,20260104,7,3,5,ブレゲアン,2022106951,牡4,57.0,三浦皇成,01122,3.0,10.5,1:54.9,1/2,⑯⑮⑮⑭,39.0,[美]田村康仁,01027,474(＋14)
202601040607,20260104,8,1,2,テンミラージュ,2022105414,牝4,52.0,▲石神深,01209,12.0,120.5,1:55.3,２,⑨⑨⑧⑧,40.1,[美]深山雅史,01174,454(＋8)
202601040607,20260104,9,4,8,ブレードサクセス,2021103376,牡5,58.0,丹内祐次,01091,5.0,13.3,1:55.7,２1/2,②②②①,41.4,[美]岩戸孝樹,01051,502(－4)
202601040607,20260104,10,6,12,ネオシルバー,2021106063,牡5,58.0,田辺裕信,01075,10.0,62.9,1:56.0,１3/4,⑨⑨⑧⑧,40.9,[美]小西一男,00405,514(0)
202601040607,20260104,11,2,3,タキノボリ,2022100320,牡4,57.0,戸崎圭太,05386,6.0,14.5,1:56.2,１1/2,⑧⑥⑤⑤,41.3,[美]勢司和浩,01047,478(＋8)
202601040607,20260104,12,7,14,マイネルレグルス,2021106821,牡5,58.0,柴田大知,01009,13.0,136.8,1:56.6,２,⑥⑥⑧⑮,41.4,[美]矢嶋大樹,01202,498(＋2)
202601040607,20260104,13,5,10,ハルノアラシ,2022106099,牡4,57.0,石川裕紀,01150,9.0,17.6,1:56.7,3/4,⑬⑫⑤⑤,41.9,[美]相沢郁,01020,514(－8)
202601040607,20260104,14,4,7,ホウオウサムレット,2022104969,牡4,54.0,▲舟山瑠,01221,4.0,11.4,1:56.7,ハナ,①①①②,42.5,[美]田中博康,01162,446(＋4)
202601040607,20260104,15,5,9,ラムゼイテソーロ,2021100579,牡5,58.0,菊沢一樹,01161,15.0,142.0,1:56.7,ハナ,③③③⑤,42.1,[美]西田雄一,01187,542(＋4)
202601040607,20260104,16,6,11,(地)ピコブルー,2022101739,牡4,57.0,原優介,01184,16.0,207.0,1:56.7,ハナ,⑮⑮⑮⑮,40.7,[美]上原博之,00423,478(0)
202601040608,20260104,1,2,4,(地)ラヴァグロウ,2020103937,牝6,56.0,丸田恭介,01117,3.0,6.8,1:12.1,,⑭⑭,36.6,[美]畠山吉宏,01048,452(－6)
202601040608,20260104,2,6,11,オオゾラヒバリ,2021101793,牝5,56.0,野中悠太,01158,10.0,21.5,1:12.1,アタマ,⑨⑨,37.4,[美]根本康広,01029,476(＋12)
202601040608,20260104,3,6,12,レインボーラッキー,2022106324,牝4,56.0,横山琉人,01192,8.0,14.8,1:12.1,ハナ,⑫⑫,37.1,[美]斎藤誠,01086,450(＋14)
202601040608,20260104,4,1,2,(地)ルーフオブヘヴン,2021104874,牝5,53.0,▲石神深,01209,9.0,16.7,1:12.2,クビ,⑨⑨,37.5,[美]武藤善則,01064,466(＋4)
202601040608,20260104,5,5,10,フォンメイリー,2019105287,牝7,53.0,▲上里直,01217,7.0,12.9,1:12.3,1/2,⑤⑤,38.2,[美]粕谷昌央,01096,496(＋4)
202601040608,20260104,6,5,9,スマイルディシー,2022104271,牝4,53.0,▲石田拓,01203,13.0,109.3,1:12.4,3/4,⑭⑮,36.8,[美]中川公成,01081,470(0)
202601040608,20260104,7,4,8,トキメキジニア,2022100323,牝4,56.0,菊沢一樹,01161,15.0,202.9,1:12.4,ハナ,⑯⑮,36.7,[美]佐藤吉勝,01035,462(－2)
202601040608,20260104,8,2,3,フラッシュポイント,2022104609,牝4,56.0,横山武史,01170,1.0,3.5,1:12.5,1/2,⑦⑦,38.1,[美]西田雄一,01187,510(＋8)
202601040608,20260104,9,3,6,クイーンアポーン,2019104128,牝7,56.0,丸山元気,01127,14.0,180.7,1:12.6,アタマ,⑪⑪,37.7,[美]土田稔,00417,466(＋10)
202601040608,20260104,10,7,13,アイドル,2022105966,牝4,56.0,荻野極,01160,5.0,8.5,1:12.6,クビ,②③,38.7,[美]上原佑紀,01192,498(0)
202601040608,20260104,11,1,1,ブルスケッタ,2021100410,牝5,53.0,▲佐藤翔,01207,16.0,210.7,1:12.6,アタマ,⑫⑫,37.6,[美]小手川準,01171,502(－6)
202601040608,20260104,12,4,7,(地)ブエナディオサ,2019106938,牝7,56.0,柴田善臣,00641,11.0,55.1,1:12.8,１,⑦⑦,38.3,[美]奥平雅士,01074,474(＋4)
202601040608,20260104,13,8,16,シンガソング,2022107300,牝4,53.0,△舟山瑠,01221,12.0,69.7,1:13.2,２1/2,②①,39.4,[美]土田稔,00417,434(＋4)
202601040608,20260104,14,3,5,ヒットミー,2022104394,牝4,54.0,△長浜鴻,01214,6.0,9.9,1:13.3,3/4,⑤⑤,39.2,[美]鹿戸雄一,01097,480(＋4)
202601040608,20260104,15,8,15,デルマエアロール,2022105535,牝4,56.0,杉原誠人,01135,4.0,7.9,1:13.3,ハナ,②②,39.4,[美]大和田成,01124,454(＋2)
202601040608,20260104,16,7,14,パレスドフィーヌ,2021105373,牝5,56.0,津村明秀,01092,2.0,5.8,1:14.1,５,①③,40.3,[美]鈴木慎太,01179,496(0)
202601040609,20260104,1,3,3,アスクデビューモア,2021104824,牡5,58.0,岩田康誠,05203,5.0,11.0,1:53.1,,⑪⑪②①,38.1,[栗]福永祐一,01203,462(－4)
202601040609,20260104,2,4,4,ゴールドアローン,2021106874,牝5,56.0,菊沢一樹,01161,8.0,22.6,1:53.4,１3/4,⑥⑥⑦⑥,38.0,[美]青木孝文,01156,474(0)
202601040609,20260104,3,8,10,バギーウィップ,2022102987,牡4,57.0,武藤雅,01169,1.0,2.6,1:53.5,1/2,⑤⑤⑤③,38.4,[美]萩原清,01017,506(0)
202601040609,20260104,4,2,2,デコラシオン,2019104805,牡7,58.0,戸崎圭太,05386,2.0,3.3,1:53.7,１1/4,③④⑤③,38.5,[美]高木登,01088,518(0)
202601040609,20260104,5,6,6,ギーロカスタル,2020104845,牡6,58.0,原優介,01184,11.0,131.1,1:53.8,1/2,⑧⑧⑦⑥,38.4,[美]伊藤大士,01109,498(＋4)
202601040609,20260104,6,8,11,リバートゥルー,2020102703,牝6,56.0,吉田豊,00733,3.0,6.5,1:53.9,1/2,⑧⑧⑩⑩,38.3,[美]久保田貴,01067,466(0)
202601040609,20260104,7,6,7,タンゴバイラリン,2021105272,セ5,58.0,菅原明良,01179,6.0,16.5,1:54.0,1/2,⑦⑦⑦⑥,38.7,[美]栗田徹,01127,518(－10)
202601040609,20260104,8,7,8,カネトシブルーム,2019106475,牡7,58.0,柴田大知,01009,9.0,115.7,1:55.6,１０,②②②⑨,40.6,[栗]大橋勇樹,01065,522(0)
202601040609,20260104,9,5,5,ウィステリアリヴァ,2020104708,牡6,58.0,石橋脩,01077,4.0,6.6,1:55.6,クビ,①①①②,40.7,[美]小野次郎,01125,502(0)
202601040609,20260104,10,1,1,グランツアーテム,2018106693,牡8,58.0,荻野極,01160,10.0,127.3,1:55.6,ハナ,⑩⑧⑪⑪,39.8,[美]中川公成,01081,520(＋6)
202601040609,20260104,11,7,9,アンジュフィールド,2020101582,牝6,56.0,三浦皇成,01122,7.0,17.4,1:56.2,３1/2,③③②③,41.2,[栗]矢作芳人,01075,462(－8)
202601040610,20260104,1,4,4,リゾートアイランド,2023106916,牡3,57.0,津村明秀,01092,1.0,2.3,1:34.8,,③③③,34.9,[美]上原佑紀,01192,508(＋2)
202601040610,20260104,2,5,5,サレジオ,2023107014,牡3,57.0,戸崎圭太,05386,2.0,3.3,1:34.8,ハナ,⑥⑥④,34.4,[美]田中博康,01162,504(－6)
202601040610,20260104,3,7,7,ジーティーシンドウ,2023102083,牡3,57.0,菅原明良,01179,3.0,3.8,1:34.8,ハナ,②②②,35.1,[美]栗田徹,01127,440(＋2)
202601040610,20260104,4,6,6,グランセレスト,2023100953,牡3,57.0,三浦皇成,01122,6.0,31.1,1:34.8,ハナ,①①①,35.2,[美]竹内正洋,01152,522(－6)
202601040610,20260104,5,1,1,[地]コスモギガンティア,2023106492,牡3,57.0,矢野貴之,05380,7.0,45.0,1:35.0,１1/4,⑧⑧⑧,33.9,[招]河津裕昭,05439,476(－1)
202601040610,20260104,6,8,8,オーライカモン,2023105011,牡3,57.0,横山武史,01170,5.0,15.3,1:35.1,クビ,③③④,35.1,[栗]田中克典,01180,522(0)
202601040610,20260104,7,2,2,マーゴットブロー,2023105356,牡3,57.0,荻野極,01160,4.0,7.1,1:35.2,3/4,⑤⑤⑥,35.0,[美]伊坂重信,01177,510(＋6)
202601040610,20260104,8,3,3,フレンドモナコ,2023106197,牡3,57.0,吉田豊,00733,8.0,97.1,1:35.4,１1/4,⑥⑥⑦,35.0,[美]南田美知,00437,422(＋6)
202601040611,20260104,1,7,11,カラマティアノス,2022104896,牡4,55.0,津村明秀,01092,7.0,14.8,2:00.3,,④④③②,34.4,[美]奥村武,01145,478(＋2)
202601040611,20260104,2,2,2,アンゴラブラック,2021105738,牝5,55.0,戸崎圭太,05386,1.0,3.2,2:00.3,ハナ,⑤⑥⑦⑤,34.1,[美]尾関知人,01103,480(＋10)
202601040611,20260104,3,5,8,グランディア,2019105302,セ7,56.0,横山武史,01170,4.0,7.8,2:00.3,クビ,⑧⑨⑨⑨,34.0,[栗]中内田充,01137,484(－4)
202601040611,20260104,4,3,3,カネラフィーナ,2022104839,牝4,54.0,石川裕紀,01150,2.0,4.6,2:00.6,１1/2,⑧⑨⑨⑨,34.2,[美]手塚貴久,01038,478(0)
202601040611,20260104,5,4,5,ピースワンデュック,2021101134,牡5,55.0,柴田善臣,00641,5.0,11.0,2:00.6,ハナ,①①①①,35.0,[美]大竹正博,01102,458(＋4)
